objectid,title,creator,author,date,display_date,description,subject,relation,location,latitude,longitude,source,youtubeid,type,sort_order,format,filename
hipertexto_12,Hipertexto 12 - Muestra Fotográfica Filminuto. Play Station 2,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,ujTRQ7CHRJs,MovingImage,30,video/mp4,hipertexto_12.mp4
hipertexto_13,Hipertexto 13 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,zmFqR7DrhXU,MovingImage,31,video/mp4,hipertexto_13.mp4
hipertexto_14,Hipertexto 14 - Muestra Fotográfica Filminuto. Quién Pena Por Tu Condena Por Leidy Alejandra Peñaloza Roa,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,xeRNyUx6XwY,MovingImage,32,video/mp4,hipertexto_14.mp4
hipertexto_15,Hipertexto 15 - Muestra Fotográfica Filminuto. Cuerpo,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,qVvma4DKKi0,MovingImage,33,video/mp4,hipertexto_15.mp4
hipertexto_16,Hipertexto 16 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,jIDwciTgwtg,MovingImage,34,video/mp4,hipertexto_16.mp4
hipertexto_17,Hipertexto 17 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,4deGP8p2U50,MovingImage,35,video/mp4,hipertexto_17.mp4
hipertexto_18,Hipertexto 18 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,lzNJHW-h944,MovingImage,36,video/mp4,hipertexto_18.mp4
hipertexto_19,Hipertexto 19 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,DrecsGk90dA,MovingImage,37,video/mp4,hipertexto_19.mp4
hipertexto_20,"Hipertexto 20 - Muestra Fotográfica Filminuto. Diversos Mundos, Un Solo Tiempo Por Angela Mayerly Ariza Perez",Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,9XBOaJZxZoA,MovingImage,38,video/mp4,hipertexto_20.mp4
hipertexto_21,Hipertexto 21 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,BKJ6GUdT9HE,MovingImage,39,video/mp4,hipertexto_21.mp4
hipertexto_22,Hipertexto 22 - Muestra Fotográfica Filminuto. El Juicio Final,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,mEpFc9ylNEY,MovingImage,40,video/mp4,hipertexto_22.mp4
hipertexto_23,Hipertexto 23 - Muestra Fotográfica Filminuto. El Territorio Es Por Donde Se Pasea El Pensamiento Y La Memoria Por Viviana Roa Lozano,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,-ayo8eNW-kU,MovingImage,41,video/mp4,hipertexto_23.mp4
hipertexto_24,Hipertexto 24 - Muestra Fotográfica Filminuto. Emociones A Través De Los Gestos Por Karol Español,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,rGO8ZbEw4HU,MovingImage,42,video/mp4,hipertexto_24.mp4
hipertexto_25,Hipertexto 25 - Muestra Fotográfica Filminuto. Representación Del Alma,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,0ftTPHjYxp4,MovingImage,43,video/mp4,hipertexto_25.mp4
hipertexto_26,Hipertexto 26 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,fQguoGEkuqg,MovingImage,44,video/mp4,hipertexto_26.mp4
hipertexto_27,Hipertexto 27 - Muestra Fotográfica Filminuto. Tolueno. Escencia Hip Hop Por Nazly Julieth Ipuz Garzón,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,HdWbIdsCGRU,MovingImage,45,video/mp4,hipertexto_27.mp4
hipertexto_28,Hipertexto 28 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,m-pVytrsIPc,MovingImage,46,video/mp4,hipertexto_28.mp4
hipertexto_29,Hipertexto 29 - Muestra Fotográfica Filminuto. Construcción De Un Color Inventado,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,IAHXglEMnBc,MovingImage,47,video/mp4,hipertexto_29.mp4
hipertexto_30,Hipertexto 30 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,8jzPVZVT_-k,MovingImage,48,video/mp4,hipertexto_30.mp4
hipertexto_31,Hipertexto 31 - Muestra Fotográfica Filminuto. ¿Indiferencia? ¡Jamás!,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,Moj9-Bnks8g,MovingImage,49,video/mp4,hipertexto_31.mp4
hipertexto_32,Hipertexto 32 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,MHQEzY4VnxQ,MovingImage,50,video/mp4,hipertexto_32.mp4
hipertexto_33,Hipertexto 33 - Muestra Fotográfica Filminuto. La Ilusión Que Devora El Alma,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,sxVFaW-Vdgo,MovingImage,51,video/mp4,hipertexto_33.mp4
hipertexto_34,Hipertexto 34 - Muestra Fotográfica Filminuto. El Patito Feo,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,ALXCwUgIprM,MovingImage,52,video/mp4,hipertexto_34.mp4
hipertexto_35,Hipertexto 35 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,iDSMS2sHy0k,MovingImage,53,video/mp4,hipertexto_35.mp4
hipertexto_36,Hipertexto 36 - Muestra Fotográfica Filminuto. Vida Canina Por Carolina Rodríguez Gonzalez,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,0P_RC4Dp_bE,MovingImage,54,video/mp4,hipertexto_36.mp4
hipertexto_37,Hipertexto 37 - Muestra Fotográfica Filminuto. Las Etapas De La Vida Por Paola Garzón,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,nEN6bxRFXus,MovingImage,55,video/mp4,hipertexto_37.mp4
hipertexto_38,Hipertexto 38 - Muestra Fotográfica Filminuto. Las Manos En Los Cotidiano Por Johana Rojas,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,ZEBGotkb9Qw,MovingImage,56,video/mp4,hipertexto_38.mp4
hipertexto_39,Hipertexto 39 - Muestra Fotográfica Filminuto. Este Es Un Tributo A Los Que Empezaron El Movimiento Del Graffiti En Bogotá,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,tPEjWW_Hnh0,MovingImage,57,video/mp4,hipertexto_39.mp4
hipertexto_40,Hipertexto 40 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,aolbF96PYtg,MovingImage,58,video/mp4,hipertexto_40.mp4
hipertexto_41,Hipertexto 41 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,c5XJ7-wGNSQ,MovingImage,59,video/mp4,hipertexto_41.mp4
hipertexto_42,Hipertexto 42 - Muestra Fotográfica Filminuto. Momentos Mágicos Con Las Pequeñas Cosas De La Vida,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,bsUEEtVsRmQ,MovingImage,60,video/mp4,hipertexto_42.mp4
hipertexto_43,Hipertexto 43 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,1R5AGCEjPH0,MovingImage,61,video/mp4,hipertexto_43.mp4
hipertexto_44,Hipertexto 44 - Muestra Fotográfica Filminuto. No M4Ltr4Tes A Tus Hijos,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,GGiKswOxHAU,MovingImage,62,video/mp4,hipertexto_44.mp4
hipertexto_45,Hipertexto 45 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,k5yqAKhidxo,MovingImage,63,video/mp4,hipertexto_45.mp4
hipertexto_46,Hipertexto 46 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,dSEp9Zh2Z_s,MovingImage,64,video/mp4,hipertexto_46.mp4
hipertexto_47,Hipertexto 47 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,GLwFLFAJ8F8,MovingImage,65,video/mp4,hipertexto_47.mp4
